first_name,last_name,gender,date_of_birth,id_code
Jaan,Mets,M,1962-02-15,9721886
Mari,Mets,F,1948-01-21,4978369
Mari,Tamm,M,1954-03-13,13581186
Peeter,Tamm,M,1976-03-04,11999401
Peeter,Mets,M,1991-12-10,4742920
Mati,Mets,M,1994-10-16,10467217
Mati,Saar,M,1948-01-21,901228
Jaan,Saar,F,1948-01-21,15360734
Laura,Tamm,M,1952-08-30,12416515
Mari,Tamm,M,1948-06-06,3586056
Mari,Saar,F,1996-04-10,41913
Peeter,Saar,M,2007-02-16,7213296
Peeter,Saar,F,1948-03-15,12910633
Jaan,Tamm,F,1949-03-03,3807227
Mari,Tamm,F,1948-01-21,16163775
Anna,Mets,F,1949-03-31,3573685
Laura,Saar,F,1949-02-22,12585332
Mari,Mets,F,1973-03-19,6843559
Anna,Saar,M,1948-01-21,12914784
Anna,Mets,F,1994-12-11,11971663
Laura,Tamm,M,1948-02-07,15665195
Laura,Saar,F,1962-12-06,4963643
Jaan,Mets,F,1948-01-23,2628869
Jaan,Mets,F,1948-06-06,8679614
Laura,Tamm,F,2005-09-17,8649877
Anna,Saar,F,1949-01-01,8709757
Jaan,Mets,M,1959-10-27,5400289
Mati,Mets,F,2006-10-21,16425684
Peeter,Tamm,M,1976-12-06,1208175
Anna,Mets,M,1948-02-16,11130917
Mari,Mets,F,1958-04-10,6870343
Laura,Saar,F,1953-05-28,7301540
Mati,Mets,F,2007-02-16,12868511
Anna,Mets,F,1999-04-21,12030031
Mari,Saar,F,1949-03-23,16550081
Peeter,Mets,F,1948-05-07,4518514
Mari,Tamm,F,2004-11-18,2189926
Mari,Mets,F,1952-01-31,5525099
Anna,Mets,M,2003-05-24,5690430
Laura,Tamm,M,1972-03-23,8412530
Peeter,Mets,M,1950-03-29,12912906
Mati,Tamm,M,1950-11-23,1268983
Peeter,Tamm,F,1949-03-09,5175025
Jaan,Mets,M,1969-01-28,11750489
Peeter,Tamm,M,1993-08-10,229474
Laura,Tamm,F,1950-11-19,4200319
Peeter,Mets,M,2007-02-16,3873770
Mari,Tamm,M,1972-01-03,8239637
Jaan,Tamm,F,1960-06-04,5059465
Peeter,Mets,M,2001-11-14,12392596
Anna,Saar,F,1964-12-27,4315072
Laura,Saar,M,2007-02-16,4080104
Peeter,Saar,M,1998-04-06,14383248
Laura,Mets,M,1948-01-21,12329556
Mari,Mets,F,1948-01-21,12837811
Mari,Tamm,M,1999-12-13,7247517
Jaan,Mets,M,2001-05-09,14672910
Jaan,Mets,M,2005-05-20,4130563
Peeter,Tamm,F,1986-02-16,8561310
Mari,Tamm,F,1951-09-27,14514141
Peeter,Mets,F,1955-05-17,8504344
Jaan,Saar,F,1948-07-06,15088790
Laura,Saar,F,1958-12-28,1671882
Mari,Tamm,F,1986-03-21,8714981
Peeter,Mets,F,1963-04-16,90683
Laura,Mets,M,2006-06-26,7451936
Mati,Saar,F,1958-02-26,16205146
Laura,Saar,F,2007-02-16,3888026
Anna,Saar,F,1948-01-21,8215623
Laura,Mets,F,1948-01-21,10327979
Jaan,Mets,F,1959-08-14,14141618
Mati,Saar,F,1979-07-29,6176583
Mari,Mets,M,1950-12-04,15323337
Mati,Mets,F,2003-05-10,6178525
Laura,Saar,M,1949-07-23,959210
Anna,Mets,M,1959-05-06,16744913
Mati,Tamm,M,2004-05-28,14191984
Peeter,Tamm,M,1948-01-21,13870016
Jaan,Mets,M,1948-07-24,5060945
Mati,Tamm,F,1948-02-26,2902533
Peeter,Mets,F,1948-01-21,13365024
Peeter,Mets,M,2007-02-16,436740
Jaan,Saar,F,1948-02-11,2048651
Laura,Mets,F,2001-10-11,7731694
Peeter,Mets,F,1973-12-11,12551211
Peeter,Saar,F,1984-05-24,10995865
Mari,Mets,M,1950-03-03,12263754
Anna,Tamm,M,1948-01-21,5345433
Anna,Mets,F,1992-02-14,2590422
Anna,Mets,F,1948-05-12,2268987
Jaan,Tamm,F,2003-05-12,15316318
Peeter,Mets,F,1999-05-23,813039
Mari,Saar,F,1958-01-24,13341881
Laura,Tamm,F,1967-10-03,5227524
Mati,Saar,F,1978-01-10,15171283
Peeter,Tamm,M,1949-07-14,15123180
Jaan,Saar,M,1948-01-21,10811663
Peeter,Tamm,F,1949-02-06,16310621
Anna,Tamm,F,1993-05-08,7765945
Anna,Tamm,M,1948-01-21,2224556
Anna,Tamm,F,1948-01-21,6184771
Mari,Tamm,F,1971-06-25,6674629
Peeter,Mets,M,1957-04-21,7464752
Anna,Mets,M,1950-09-04,4109734
Peeter,Tamm,F,2007-02-16,13566064
Mati,Saar,F,1998-07-24,4738478
Anna,Mets,M,1950-11-26,14137151
Mari,Mets,F,1951-02-13,12723855
Jaan,Tamm,F,1956-07-01,917172
Mari,Mets,M,1958-05-28,4555648
Mari,Saar,F,1980-03-11,9266381
Mari,Mets,M,2007-02-15,15035889
Laura,Tamm,M,1949-08-24,3922226
Anna,Mets,F,1948-01-21,7282458
Mati,Saar,M,1967-07-04,2067344
Jaan,Mets,M,1948-01-21,9369317
Anna,Saar,F,1953-10-12,12645764
Anna,Saar,F,1949-08-04,15872627
Jaan,Saar,F,1959-05-07,1923197
Anna,Tamm,M,1948-11-01,1197551
Mari,Saar,F,1974-12-19,16455054
Anna,Tamm,F,1966-06-04,10757265
Anna,Saar,F,1948-03-11,16743788
Anna,Mets,M,1970-02-17,14930233
Laura,Mets,M,1948-05-23,1123596
Laura,Mets,M,1954-03-28,4176388
Mati,Mets,M,1975-12-24,14953696
Anna,Saar,F,1950-06-02,2089446
Jaan,Tamm,M,2007-02-16,8249751
Laura,Mets,F,1965-01-29,3428079
Anna,Mets,M,1975-11-04,16451327
Anna,Mets,F,1949-03-16,3955883
Peeter,Saar,F,1948-01-21,2905575
Peeter,Tamm,M,2003-09-04,13538486
Peeter,Tamm,M,1964-06-19,5916381
Jaan,Tamm,M,2007-01-28,1373229
Jaan,Mets,M,1963-07-03,1072448
Anna,Mets,F,1991-02-27,11090472
Peeter,Mets,F,1948-06-04,13521159
Mati,Mets,F,1970-07-25,16057166
Anna,Mets,M,1948-04-14,3444673
Jaan,Saar,F,1948-01-21,13103291
Anna,Mets,M,1986-10-03,3679178
Laura,Mets,M,1950-11-23,4684884
Laura,Mets,F,1948-01-21,14940851
Mari,Mets,M,1948-01-21,3302569
Peeter,Tamm,M,1948-02-08,125689
Laura,Mets,F,1949-03-16,8257756
Mati,Saar,F,1948-03-16,12310200
Mati,Mets,F,1948-01-21,495955
Laura,Mets,M,1948-09-23,3364155
Mari,Mets,M,1948-11-23,1992370
Anna,Tamm,F,1948-01-21,15385476
Laura,Tamm,M,1955-12-20,15532371
Anna,Mets,F,1948-01-21,4570417
Peeter,Mets,F,1948-01-21,4821367
Mati,Mets,F,2001-03-20,7860582
Jaan,Tamm,M,2003-03-26,1502570
Anna,Tamm,F,1948-01-21,6522274
Jaan,Mets,F,1960-06-16,11708717
Laura,Saar,M,1950-03-11,12990698
Anna,Saar,M,1948-01-21,2629440
Laura,Saar,M,1948-01-21,2868236
Laura,Tamm,F,1948-08-21,2918347
Peeter,Tamm,M,1979-11-07,11033186
Jaan,Mets,M,1948-01-21,14673394
Anna,Mets,M,1948-01-25,1716901
Jaan,Mets,M,1948-01-21,6463664
Laura,Tamm,F,2006-04-09,16438311
Laura,Tamm,M,1953-05-08,8984546
Mati,Mets,M,1957-09-19,1884644
Laura,Saar,M,2007-02-16,7411406
Mati,Mets,F,1958-08-11,4408929
Mari,Tamm,F,2005-09-23,11826378
Mati,Mets,F,1948-01-21,15588125
Jaan,Saar,M,1949-03-18,13878197
Peeter,Tamm,F,1954-09-09,10198914
Mari,Saar,F,1948-02-13,7270652
Jaan,Mets,F,1948-02-11,15220364
Mari,Mets,F,1951-03-12,1723138
Anna,Mets,M,1984-01-27,6738904
Mari,Saar,M,1980-10-02,16526678
Anna,Mets,M,1948-07-16,673016
Peeter,Mets,M,1996-09-22,2171443
Mari,Tamm,F,2007-02-16,1471745
Anna,Saar,M,2003-03-02,4619228
Laura,Mets,M,1949-05-24,7756319
Mati,Mets,F,1994-09-27,2696932
Laura,Mets,M,1948-09-28,15182227
Laura,Mets,M,1961-04-08,14614717
Peeter,Tamm,F,1949-02-07,6442955
Mati,Tamm,F,1953-05-20,8018313
Jaan,Tamm,F,1973-07-05,10332759
Anna,Saar,F,1996-04-01,279414
Peeter,Mets,M,1953-02-22,13049415
Mati,Tamm,F,1993-04-01,1844533
Mari,Saar,M,1948-01-21,12032410
Laura,Tamm,M,1990-01-31,11390217
Mati,Saar,F,1949-09-28,7988185
Peeter,Tamm,F,1973-08-25,13619815
Laura,Mets,M,1974-02-09,1204467
Laura,Saar,M,1967-09-03,14548407
Jaan,Mets,M,1990-02-08,5474039
Peeter,Mets,F,2005-08-13,5006916
Anna,Tamm,F,1962-10-09,3426239
Anna,Mets,M,1949-04-27,10702535
Laura,Tamm,F,1978-04-16,1810519
Mati,Tamm,F,1965-06-07,2598019
Mati,Saar,F,1952-01-05,9573822
Mari,Mets,M,1975-02-25,11648497
Anna,Mets,F,2006-10-07,1608071
Mati,Mets,F,1950-12-04,13641023
Mati,Tamm,M,1948-09-03,16270160
Jaan,Tamm,F,1953-01-22,10057887
Mati,Mets,F,1949-10-13,3475419
Peeter,Tamm,M,1992-05-04,7049647
Laura,Saar,M,2003-12-18,12035972
Jaan,Mets,M,1948-01-21,3371968
Laura,Tamm,F,1951-06-07,9050418
Laura,Tamm,M,1963-06-28,2606326
Mati,Tamm,F,2001-09-10,1512349
Mari,Mets,F,1951-01-13,15867202
Anna,Mets,M,1948-03-06,15320690
Mari,Saar,M,1950-08-12,13373474
Laura,Tamm,F,1949-11-01,8178435
Mati,Tamm,F,1954-12-20,9080555
Laura,Mets,F,1948-01-21,3745471
Anna,Tamm,F,2007-02-16,11810515
Anna,Tamm,M,2000-09-13,2578793
Anna,Saar,M,2001-12-29,3493301
Mati,Saar,F,1948-02-27,7719660
Mari,Mets,M,1960-10-20,10066524
Mati,Tamm,F,2007-02-16,7947684
Laura,Mets,F,1991-12-17,10105888
Mari,Tamm,F,1970-04-18,4533145
Mari,Saar,F,2007-02-16,8196051
Anna,Tamm,F,1950-10-14,4468538
Jaan,Mets,F,1992-07-17,14641584
Peeter,Tamm,F,2007-02-15,2758574
Mati,Mets,F,1950-08-11,10099752
Anna,Tamm,F,1948-08-16,13232244
Mari,Saar,M,1949-01-01,15365538
Jaan,Mets,M,1948-09-17,16568624
Laura,Tamm,F,2005-04-08,12500208
Laura,Mets,F,1961-01-12,5570605
Laura,Mets,F,1948-07-14,6236563
Peeter,Saar,F,1948-01-21,11741426
Mati,Tamm,M,1976-12-02,15100937
Mati,Tamm,M,1994-12-24,1613494
Peeter,Mets,M,1948-06-25,12136632
Mari,Saar,M,1948-01-21,5869824
Mati,Tamm,F,1972-02-07,7435776
Laura,Tamm,F,2006-11-07,14317118
Anna,Saar,M,2007-01-28,13157957
Anna,Tamm,M,2007-02-16,7499840
Laura,Tamm,F,2006-12-31,14002803
Anna,Tamm,F,1964-11-08,12907339
Laura,Mets,F,1962-04-19,7860405
Laura,Saar,F,1948-01-21,12665282
Laura,Saar,M,2007-02-16,335305
Laura,Tamm,M,1954-04-19,11027041
Peeter,Mets,M,1948-02-10,1390593
Peeter,Mets,F,1960-10-17,6991835
Laura,Tamm,F,1988-09-16,5538572
Mati,Mets,F,1962-06-15,15986880
Jaan,Saar,F,1948-11-11,7806637
Mati,Mets,F,1987-09-09,11965197
Mari,Tamm,F,1989-04-03,3742630
Mati,Saar,F,1948-01-21,2274948
Laura,Mets,M,1948-11-05,3361972
Jaan,Mets,M,1997-05-31,16380474
Jaan,Tamm,F,1965-11-21,1047143
Laura,Saar,F,1948-01-21,14427448
Laura,Mets,F,1978-04-29,4747165
Laura,Saar,M,1957-05-03,10717236
Anna,Tamm,M,2005-04-22,7578105
Laura,Mets,F,2005-09-08,14958303
Anna,Tamm,F,1958-04-08,8984463
Mari,Saar,F,1969-10-12,15321207
Mari,Saar,M,1972-05-06,14136224
Laura,Mets,F,1948-01-21,7643447
Mati,Saar,F,1974-06-14,8499983
Mati,Saar,M,1948-01-21,1102275
Anna,Saar,M,2007-02-16,13136685
Peeter,Tamm,F,1948-01-25,1627511
Jaan,Tamm,M,1948-03-19,10689301
Peeter,Tamm,F,1951-03-20,6828571
Mati,Mets,F,1989-07-15,11494301
Mati,Tamm,M,1953-07-21,13051202
Peeter,Mets,F,1950-07-02,11205269
Mari,Mets,M,1984-08-09,5218864
Anna,Mets,M,1948-06-24,11003881
Mari,Saar,F,1956-02-12,2595544
Peeter,Tamm,F,1951-03-24,6699735
Laura,Tamm,M,1948-06-23,3693819
Laura,Tamm,F,1952-12-26,13028886
Peeter,Tamm,M,2007-02-16,10300611
Peeter,Mets,F,1957-07-26,11865304
Mati,Tamm,F,1948-01-21,1526278
Mari,Mets,F,1969-12-03,9562433
Mati,Mets,M,2007-02-16,15509091
Peeter,Tamm,M,1956-10-23,695559
Mari,Saar,F,1948-01-21,3334836
Mari,Tamm,M,2000-02-21,10158004
Peeter,Mets,M,1948-08-19,4219642
Jaan,Mets,M,1948-07-22,7219562
Mari,Mets,F,1995-12-21,14738808
Mati,Saar,F,1949-02-05,8738610
Laura,Saar,M,1948-01-21,12361175
Anna,Saar,M,1948-04-04,10425289
Mari,Saar,F,1993-07-19,7135636
Anna,Tamm,F,1949-04-17,3380613
Jaan,Tamm,F,1948-02-18,6183943
Peeter,Saar,M,2007-02-16,16007952
Mati,Tamm,M,2005-02-20,417171
Peeter,Saar,M,1948-03-28,5760353
Mati,Mets,F,1948-01-21,3573046
Mati,Mets,M,2007-02-16,9492514
Peeter,Tamm,F,1954-02-24,3791772
Peeter,Saar,M,1993-02-13,12929118
Anna,Tamm,F,1998-08-30,8123404
Mati,Mets,M,1993-08-06,938850
Jaan,Tamm,F,1955-12-15,10588486
Mati,Saar,M,2007-02-16,10124331
Mari,Tamm,M,1948-01-21,4972720
Jaan,Saar,F,1966-04-09,425503
Laura,Saar,M,1957-07-19,5213521
Jaan,Tamm,F,1962-06-05,877513
Anna,Mets,M,1950-01-29,15259666
Peeter,Mets,F,2004-04-02,2388641
Peeter,Tamm,F,1996-04-08,3450846
Laura,Mets,F,1948-01-21,982072
Laura,Tamm,M,1948-02-09,8345809
Anna,Tamm,M,1952-10-12,5061962
Peeter,Tamm,M,1957-01-17,5016265
Mari,Mets,M,1994-11-12,11778595
Peeter,Tamm,F,1948-01-21,10713421
Jaan,Saar,F,1977-04-24,39618
Mari,Tamm,F,1948-01-21,6352529
Peeter,Mets,F,2007-02-16,12466474
Peeter,Saar,F,1948-04-07,9098464
Mati,Saar,M,1948-01-21,2889050
Mari,Tamm,F,2003-05-26,14251785
Jaan,Mets,F,1998-01-27,15011293
Jaan,Mets,F,1948-12-25,9193484
Peeter,Tamm,F,1948-01-21,13972671
Jaan,Mets,F,1984-03-05,3203640
Mati,Mets,M,1983-11-02,10593004
Anna,Saar,F,1969-12-07,5546564
Mati,Mets,M,1948-06-29,1158989
Peeter,Saar,F,1951-02-05,12967738
Laura,Tamm,F,1961-06-25,2128175
Jaan,Saar,M,1950-12-28,14827693
Laura,Mets,M,1960-07-24,6713772
Peeter,Mets,F,1951-09-13,10445085
